# Detected language: en (p=1.00)

[0.00s -> 9.00s]  Okay, let's just get started.
[2417.00s -> 2427.00s]  And what I have in sort of the top right is an example of a transformer that just takes the history of actions it's taken so far,
[2427.00s -> 2437.00s]  the current state, and some indication of what task it should achieve here based on reward, but it could be a natural language string.
[2438.00s -> 2440.00s]  And it's just trained to predict what's the next action.
[2441.00s -> 2444.00s]  And you could just train an autoregressive language model to do this.
[2445.00s -> 2449.00s]  And it turned out that this worked very well in sort of an offline RL case.
[2450.00s -> 2451.00s]  Question?
[2452.00s -> 2455.00s]  Why are we predicting one action for the current action?
[2456.00s -> 2462.00s]  So we are predicting one action for the current action.
[2463.00s -> 2471.00s]  So you predict an action, execute that, append that to your trajectory, and then you predict the next action and so on.
[2472.00s -> 2473.00s]  So we resolve it?
[2474.00s -> 2477.00s]  We input tokens into one output token and train an autoregressive.
[2477.00s -> 2482.00s]  And it turned out that this worked really well.
[2483.00s -> 2497.00s]  And so instead of getting these latent plans and training semantic parsers or trying to do reinforcement learning, we started using language models as policies.
[2498.00s -> 2504.00s]  And so a simple way to do all of that is to prompt a language model in a loop.
[2504.00s -> 2508.00s]  So we're going to specify the action space in text.
[2509.00s -> 2512.00s]  So this is like a simple sort of language model agent.
[2513.00s -> 2518.00s]  This is not going to work at all, but probably just illustrative of how agents can be built now.
[2519.00s -> 2521.00s]  So you provide an action space in text.
[2522.00s -> 2532.00s]  So maybe it's a digital environment, and maybe it can type, maybe it can click, maybe it can type characters, maybe it can move mouse somewhere.
[2532.00s -> 2543.00s]  You provided an instruction, and you provide it the sequence of actions and observations it's received so far.
[2544.00s -> 2550.00s]  And then conditioned on all that, you ask it to predict the next action.
[2551.00s -> 2556.00s]  And there's nothing deep going on here. This is just chain of thought prompting in a loop.
[2556.00s -> 2567.00s]  But the hope is that because we reduced the problem of decision making into just autoregressive modeling, this could work.
[2568.00s -> 2573.00s]  And indeed, a slightly more complex version of this can work in some environments.
[2574.00s -> 2585.00s]  So now I'm going to give a little flavor of what different environments look like now for evaluating language models as agents.
[2586.00s -> 2591.00s]  So the simplest environment that people consider is Miniwob.
[2592.00s -> 2598.00s]  So this is a sandbox environment that evaluates basic browser interactions.
[2599.00s -> 2604.00s]  Maybe on a mini Twitter environment, can you get a language model to retweet a given tweet?
[2605.00s -> 2610.00s]  Given a simulated email client, can the model forward someone's email?
[2611.00s -> 2615.00s]  Can it compose an email? Can it click on certain buttons or not?
[2616.00s -> 2619.00s]  It's not at all real world, so it's not real websites.
[2620.00s -> 2622.00s]  And it's a relatively short horizon.
[2623.00s -> 2629.00s]  So given any instruction, most tasks can be accomplished under three actions.
[2630.00s -> 2636.00s]  But zero short performance of even the best language models is still far from perfect, even on this very simple benchmark.
[2638.00s -> 2643.00s]  A second slightly more real world benchmark is Web Arena.
[2643.00s -> 2652.00s]  And this is also a sandbox environment, but it's kind of a pretty close approximation of real websites that span e-commerce.
[2653.00s -> 2659.00s]  So there is a website in Web Arena that resembles Amazon, social media, so something that resembles Twitter.
[2660.00s -> 2663.00s]  And additionally, there are utility tools like maps.
[2664.00s -> 2668.00s]  So an instruction could require a model to open up sort of a map application,
[2668.00s -> 2675.00s]  find the shortest path from point A to point B, and use that in its later sequence of actions.
[2676.00s -> 2679.00s]  And there's multi-tab browsing, like we kind of commonly do.
[2680.00s -> 2683.00s]  So with Minivop, there's only one single tab.
[2684.00s -> 2691.00s]  And with Web Arena, I think this was the first environment that introduced this idea where you kind of have multiple tabs,
[2692.00s -> 2695.00s]  and the agent can sort of switch between tabs.
[2695.00s -> 2699.00s]  And again, we are going to evaluate sort of functional correctness,
[2700.00s -> 2704.00s]  which is whether the model sort of gave the correct answer at the end,
[2705.00s -> 2709.00s]  whether the sequence of steps it took gave the intended behavior,
[2710.00s -> 2714.00s]  as opposed to whether it took a sequence of steps that maybe a user had pre-programmed.
[2715.00s -> 2723.00s]  So another popular kind of environment or data set is Web Links.
[2723.00s -> 2730.00s]  So Web Links also has multi-tab browsing, and it has web interactions on real websites.
[2731.00s -> 2735.00s]  So this is not sandboxed, approximations of real websites is not sandboxed,
[2736.00s -> 2741.00s]  kind of just like browser interactions, these are like actual real websites.
[2742.00s -> 2749.00s]  And it also introduced like a new action where the agent could communicate with the user.
[2749.00s -> 2758.00s]  So maybe there's some instruction which is to reserve kind of, I don't know, like a movie,
[2759.00s -> 2761.00s]  or like buy a movie ticket or something.
[2762.00s -> 2765.00s]  And then at some point, the model has to request credit card information.
[2766.00s -> 2773.00s]  And so there is this like additional action where a human could be involved in communicating with the agent.
[2774.00s -> 2778.00s]  And this is not an environment, but just a collection of interactions.
[2779.00s -> 2783.00s]  So you can't, for example, do any kind of exploration or online learning here,
[2784.00s -> 2786.00s]  but you could definitely use this for evaluating.
[2789.00s -> 2794.00s]  So this was just a taste of what some benchmarks look like for language model agents.
[2795.00s -> 2797.00s]  So how are we going to train these models?
[2798.00s -> 2806.00s]  So given that we are going to treat decision making as causal language modeling,
[2806.00s -> 2810.00s]  we're not going to use any of the ideas from pre-LLMs.
[2811.00s -> 2816.00s]  The standard practice is to do in-context learning with few short examples.
[2817.00s -> 2824.00s]  And in the few short examples, typically for any new kind of website or any new use case,
[2825.00s -> 2830.00s]  you're going to get humans to perform those tasks and sort of feed that into the language models prompt
[2830.00s -> 2839.00s]  as in-context demonstrations, which it could then use to solve similar looking tasks on very similar websites.
[2840.00s -> 2842.00s]  So obviously this is not scalable.
[2843.00s -> 2849.00s]  There's thousands of environments, on some environments there's like lots of different interactions that are possible.
[2850.00s -> 2858.00s]  And so maybe there's something better that we can do than just sort of getting humans to provide demonstrations for every new use case.
[2858.00s -> 2863.00s]  And so we're going to use something that we saw early on in the lecture.
[2864.00s -> 2870.00s]  It was to kind of use the language model to generate rationales and then fine-tune on that.
[2871.00s -> 2874.00s]  And here we don't have rationales, but we could produce action trajectories.
[2875.00s -> 2878.00s]  And then we're going to use that as supervision.
[2879.00s -> 2881.00s]  So the way that looks like is something like this.
[2882.00s -> 2885.00s]  So let's say I have some environment.
[2885.00s -> 2888.00s]  Let's say it's some mini web environment.
[2889.00s -> 2893.00s]  And I'm going to just get an agent that can randomly explore the environment.
[2894.00s -> 2900.00s]  So just execute a random sequence of clicks and types and scrolling operations.
[2901.00s -> 2903.00s]  And let's say it produces some trajectories.
[2904.00s -> 2907.00s]  And now I'm going to use these trajectories and somehow filter them.
[2908.00s -> 2909.00s]  So that was the idea from earlier.
[2910.00s -> 2912.00s]  So you're going to get a bunch of different outputs and then you're going to filter it somehow.
[2912.00s -> 2920.00s]  So here we're going to use a second language model because we don't know what a good trajectory looks like.
[2921.00s -> 2923.00s]  So not like a math problem where you know the correct answer.
[2924.00s -> 2928.00s]  We just had a language model interact with a website and generate trajectories.
[2929.00s -> 2931.00s]  And we want to somehow filter out what are good trajectories.
[2932.00s -> 2939.00s]  And so we're going to use a second model that will produce a description of these trajectories.
[2939.00s -> 2947.00s]  And the idea here is that if you can get a model to produce a description of what the sequence of actions corresponds to,
[2948.00s -> 2951.00s]  then maybe that's a good enough signal for a good trajectory.
[2952.00s -> 2960.00s]  And so maybe given the first trajectory it guesses that the instruction was to book a flight from San Francisco to New York.
[2961.00s -> 2966.00s]  For the second trajectory it said set the date to some given date.
[2966.00s -> 2973.00s]  And maybe it wasn't able to come up with any good sort of instruction for the third trajectory.
[2974.00s -> 2981.00s]  And then we're going to do something again that we saw earlier on which is to kind of do this iteratively.
[2982.00s -> 2987.00s]  So now we have a goal that we got for a trajectory.
[2988.00s -> 2992.00s]  And now I'm going to get the language model to condition its behavior on this goal.
[2992.00s -> 2996.00s]  So the goal is to set the date as some given date.
[2997.00s -> 3006.00s]  And now instead of doing random exploration, the model is going to produce a sequence of actions that have a better correspondence with some natural language instruction.
[3007.00s -> 3011.00s]  So it produced a trajectory based on that instruction.
[3012.00s -> 3025.00s]  And then I'm going to use some course filter that's just going to look at correspondences between the instruction and the sequence of actions and the states the language model visited.
[3026.00s -> 3031.00s]  And use that to decide if the trajectory was a good trajectory for the instruction.
[3032.00s -> 3039.00s]  And in this case, given the instruction, this seems like a pretty good trajectory for completing this task.
[3039.00s -> 3043.00s]  And so then we add it to a set of examples.
[3044.00s -> 3048.00s]  But maybe sometimes things are not so good.
[3049.00s -> 3055.00s]  So for that second instruction, the generator label was to book a flight from San Francisco to New York.
[3056.00s -> 3061.00s]  And let's say we run that again through the language model and it produced a second trajectory.
[3062.00s -> 3069.00s]  And clearly this does not seem like a successful trajectory corresponding to booking a flight.
[3070.00s -> 3072.00s]  And so what do we do here?
[3073.00s -> 3076.00s]  Maybe we can throw away this interaction, but interactions are pretty costly.
[3077.00s -> 3083.00s]  Specifically, if you're looking at real websites, then each interaction could take a few milliseconds.
[3084.00s -> 3086.00s]  And so maybe we don't want to throw away this interaction.
[3086.00s -> 3093.00s]  So what we're going to do here is again invoke the relabeler to take the trajectory and assign it a new label.
[3094.00s -> 3099.00s]  So the model was not successful at accomplishing the task it set out to do, but it accomplished something.
[3100.00s -> 3103.00s]  And we're going to come up with the best guess of what that was with the second language model.
[3104.00s -> 3112.00s]  And it's going to say that, okay, maybe the instruction you accomplished instead was to set the origin to SFO and the destination to New York City.
[3113.00s -> 3117.00s]  And so that's going to get fed back into the language model.
[3118.00s -> 3124.00s]  And we're going to keep doing this iteratively until our filter says that this is a good instruction trajectory pair.
[3125.00s -> 3137.00s]  So we have the same idea of using a language model to generate outputs and some iterative procedure that will give us a good set of training examples.
[3138.00s -> 3142.00s]  So overall the method looks something like this.
[3143.00s -> 3145.00s]  You have some environment.
[3146.00s -> 3154.00s]  We are going to use kind of an unconditioned language model to just randomly explore the environment and generate a sequence of trajectories.
[3155.00s -> 3165.00s]  And then we're going to convert these trajectories into synthetic training data by iteratively converting trajectories into natural language descriptions
[3165.00s -> 3170.00s]  and then taking natural language descriptions and converting them into even better trajectories and so on.
[3171.00s -> 3176.00s]  And once we have this collection of synthetic examples, there are two things we could do.
[3177.00s -> 3191.00s]  One could fine tune using this data, but the simplest thing you could do is kind of repeat the paradigm earlier of replace human provided demonstrations in context with these synthetic demonstrations.
[3192.00s -> 3199.00s]  And we find a reasonable boost in performance, a 13 point improvement on the Minivob benchmark.
[3200.00s -> 3207.00s]  And again, even though Minivob is very, very simple, zero short performance for even the best language models is far from perfect.
[3208.00s -> 3213.00s]  And we also see an improvement on second sort of multi-step tool use environment.
[3214.00s -> 3217.00s]  But so far we've only looked at text, right?
[3217.00s -> 3228.00s]  But maybe for real world applications it's kind of intractable to, for every environment, obtain the HTML and feed that into the language models context.
[3229.00s -> 3240.00s]  Sometimes there can be tens of thousands of DOM elements and then corresponding JavaScript and inputting all that into the language models context could be intractable.
[3240.00s -> 3246.00s]  And maybe that's also not the best way to kind of show the state of the environment.
[3247.00s -> 3253.00s]  Maybe the best way is to directly show the pixels corresponding to the environment.
[3254.00s -> 3261.00s]  And so now we're going to look at some examples of vision language models that people have used for building these agents.
[3264.00s -> 3268.00s]  So the first one that we're going to look at is lava.
[3268.00s -> 3275.00s]  And the idea here is again kind of similar to ORCA that we looked at in sort of the reasoning half of the lecture.
[3276.00s -> 3286.00s]  We're going to use GPT-4 to generate, this time, both instructions and responses for textual descriptions of images.
[3287.00s -> 3297.00s]  So maybe there's an image and we're going to sort of use metadata corresponding to that image to come up with a textual description.
[3298.00s -> 3304.00s]  Feed that into GPT-4 and ask it to generate possible questions and responses.
[3305.00s -> 3321.00s]  And then we're going to jointly fine-tune sort of an image encoder here clip along with a text-only decoder here, Vicuna, which is a llama model that is instruction-tuned.
[3322.00s -> 3330.00s]  And through this sort of joint fine-tuning, at the end we kind of get this image encoder that can output language responses.
[3331.00s -> 3340.00s]  And now we can sort of ask questions about images, maybe use that to directly input screenshots instead of HTML DOM elements.
[3341.00s -> 3354.00s]  So a second approach that looked at sort of building joint image language models that then people later adapted to agents was Pix2Struct.
[3355.00s -> 3360.00s]  And the idea is again very similar. There's an image encoder and a text decoder.
[3361.00s -> 3371.00s]  The image encoder will sort of take the image, convert them into patches, and assign each patch sort of a position ID, run that through a transformer.
[3372.00s -> 3375.00s]  And then there's a decoder that will decode out some text.
[3376.00s -> 3381.00s]  One of the new things that Pix2Struct introduced was a new pre-training task.
[3381.00s -> 3394.00s]  So for a lot of the pre-training was fairly simple. We're going to use GPT-4 to just generate sort of synthetic questions and responses based on textual descriptions of images.
[3395.00s -> 3397.00s]  But there's only so far you can go with textual descriptions of images.
[3398.00s -> 3413.00s]  What Pix2Struct did was to look at screenshots from websites and mask out screenshots and then ask the transformer decoder to produce HTML corresponding to the masked out elements.
[3414.00s -> 3420.00s]  So here there's like this list that has a corresponding HTML.
[3421.00s -> 3425.00s]  One of the data points in Pix2Struct looks something like this.
[3425.00s -> 3439.00s]  So you might mask out let's say the first answer corresponding to Python and ask the model to produce the HTML corresponding to just the patch that was masked out.
[3440.00s -> 3450.00s]  And so this seems like a more natural sort of pre-training objective that can maybe have better interactions between image and text.
[3450.00s -> 3455.00s]  And then this was also adapted for building these multi-modal agents.
[3456.00s -> 3463.00s]  So at this point I just want to kind of highlight that this is really an emerging application.
[3464.00s -> 3469.00s]  There's kind of this huge kind of prompting gap is what I like to call it.
[3470.00s -> 3479.00s]  So if you do not do extensive prompting and if you do not use bespoke few shot examples where for every different environment you have a different set of few shot examples,
[3480.00s -> 3486.00s]  even the best language models are very, very far from perfect even on very, very simple tasks like Minivob.
[3487.00s -> 3496.00s]  The goal was just to click on certain elements or respond to someone's email where in Minivob that just takes like five actions.
[3496.00s -> 3519.00s]  And then even for something as simple as Minivob, even after doing extensive prompting and few shot examples, there's this like drop in performance as you go from sort of the simplest task that involves mapping an instruction into a single action to mapping an instruction into maybe five or ten actions.
[3520.00s -> 3526.00s]  So long horizon planning is still very, very hard even on these very simple benchmarks.
[3527.00s -> 3538.00s]  And then if you look at something more complex like Web Arena, which tries to approximate real websites, has multi-tab browsing, has external tools that the model can use.
[3538.00s -> 3550.00s]  There's just a huge difference between sort of human level task success rate and what the best models get even after prompting, even with few shot examples.
[3553.00s -> 3559.00s]  And then the kinds of errors models make are also pretty weird.
[3559.00s -> 3569.00s]  So one of the examples from Web Links was the task was to just open Google Translate and sign in using credentials.
[3570.00s -> 3572.00s]  And it was an email and a password.
[3573.00s -> 3580.00s]  And then what GPT-4V did was instead of typing in the password, it just typed in the email into the password tab.
[3580.00s -> 3582.00s]  And it just couldn't recover from this error.
[3583.00s -> 3589.00s]  So it tried to sign in, there was an error, it tried to insert, tried to type in the email again and so on.
[3590.00s -> 3594.00s]  And I'm sure with extensive prompting you can fix this, and maybe that's besides the point, right?
[3594.00s -> 3611.00s]  And then again, there was a different example where the model had to issue a search, and then instead of issuing the search with the correct term, it sort of repeated the same term like three times.
[3612.00s -> 3617.00s]  And obviously that's not going to return any results.
[3617.00s -> 3625.00s]  So there's a lot of room for improvement, as you can see, and there's lots to be done in this space.
[3626.00s -> 3629.00s]  Okay, so I'm going to recap and take any questions.
[3630.00s -> 3633.00s]  So we kind of looked at two different things today.
[3634.00s -> 3636.00s]  We looked at reasoning and language models.
[3637.00s -> 3642.00s]  We saw that there's a few ways that you can get reasoning-like behavior in language models.
[3642.00s -> 3647.00s]  You can prompt them in various ways, so the simplest example of that is chain of thought prompting.
[3648.00s -> 3658.00s]  You can do chain of thought prompting, but generate multiple rationales and sort of try to reconcile them and pick the answer that was most frequent.
[3659.00s -> 3668.00s]  You can do sort of problem decomposition in your prompt, so ask the model to explicitly decompose a problem into multiple steps before answering.
[3669.00s -> 3670.00s]  So that was all prompting.
[3670.00s -> 3682.00s]  You could also try and train specialized small language models for reasoning by generating rationales from a big language model and then fine-tuning a smaller language model on these rationales.
[3683.00s -> 3694.00s]  Instead of fine-tuning a smaller language model on rationales from a big language model, you could just fine-tune the big language model on its own rationales and keep doing this iteratively.
[3694.00s -> 3704.00s]  And we saw that sometimes if you do multiple iterations of that, performance can keep improving and can even outperform human-provided rationales.
[3705.00s -> 3716.00s]  But on the flip side, we saw that while there are some initial reasons to be optimistic, if we go and do counterfactual evaluation,
[3716.00s -> 3728.00s]  we see that it's not clear if the models are good because the reasoning or if models are good because all of these problems are in some shape or form already in the training data.
[3729.00s -> 3731.00s]  And we saw that with counterfactual evaluation.
[3732.00s -> 3735.00s]  In the second part, we looked at language model agents.
[3736.00s -> 3742.00s]  We kind of talked about the historical perspective through which people build grounded agents.
[3742.00s -> 3750.00s]  And then we saw that you could recast the problem of decision-making as just causal language modeling.
[3751.00s -> 3757.00s]  And then we looked at various ways through which people have modeled decision-making with language models.
[3758.00s -> 3760.00s]  Most of it involves prompting and in-context learning.
[3761.00s -> 3769.00s]  And then we looked at a method similar to what we saw in the first module, generating synthetic demonstrations.
[3769.00s -> 3774.00s]  And here we looked at doing exploration and the same kind of iterative relabeling.
[3775.00s -> 3779.00s]  Most of the language models we looked at today were text-only.
[3780.00s -> 3786.00s]  We saw some examples of language models that can take both text and visual input.
[3787.00s -> 3791.00s]  And then we saw that benchmarks are very, very challenging.
[3792.00s -> 3793.00s]  Models make kind of trivial mistakes.
[3794.00s -> 3798.00s]  There's a huge gap between human performance and sort of what we get with models.
[3799.00s -> 3807.00s]  So there's a huge difference between human performance and where models are and a lot of room for driving further improvement.
[3808.00s -> 3812.00s]  And maybe some of you are doing it for your projects. Thank you.
